,ndc_description_agg
48361,MOBAN 50MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48362,MOBAN 100MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48363,MOBIC 7.5MG ORAL
48364,MOBIC 15MG ORAL
48365,MODAFINIL 100MG ORAL
48366,MODAFINIL 200MG ORAL
48367,MODAFINIL 100MG ORAL
48368,MODAFINIL 200MG ORAL
48369,MODAFINIL 100MG ORAL
48370,MODAFINIL 200MG ORAL
48371,MODAFINIL 100MG ORAL
48372,MODAFINIL 200MG ORAL
48373,MODAFINIL 100MG ORAL
48374,MODAFINIL 200MG ORAL
48375,MODAFINIL 100MG ORAL
48376,MODAFINIL 200MG ORAL
48377,MODAFINIL 100MG ORAL
48378,MODAFINIL 200MG ORAL
48379,MODAFINIL 100MG ORAL
48380,MODAFINIL 200MG ORAL
48381,MODAFINIL 100MG ORAL
48382,MODAFINIL 200MG ORAL
48383,MODERIL 0.25MG ORAL
48384,MODERIL 0.5MG ORAL
48385,MODURETIC 5-50 EQ 5MG ANHYDROUS;50MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48386,MOEXIPRIL HYDROCHLORIDE 7.5MG ORAL
48387,MOEXIPRIL HYDROCHLORIDE 15MG ORAL
48388,MOEXIPRIL HYDROCHLORIDE 7.5MG ORAL
48389,MOEXIPRIL HYDROCHLORIDE 15MG ORAL
48390,MOEXIPRIL HYDROCHLORIDE 7.5MG ORAL
48391,MOEXIPRIL HYDROCHLORIDE 15MG ORAL
48392,MOEXIPRIL HYDROCHLORIDE 7.5MG ORAL
48393,MOEXIPRIL HYDROCHLORIDE 15MG ORAL
48394,MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE 12.5MG;7.5MG ORAL
48395,MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE 12.5MG;15MG ORAL
48396,MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE 25MG;15MG ORAL
48397,MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE 12.5MG;7.5MG ORAL
48398,MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE 12.5MG;15MG ORAL
48399,MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE 25MG;15MG ORAL
48400,MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE 12.5MG;7.5MG ORAL
48401,MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE 12.5MG;15MG ORAL
48402,MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE 25MG;15MG ORAL
48403,MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE 12.5MG;7.5MG ORAL
48404,MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE 12.5MG;15MG ORAL
48405,MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE 25MG;15MG ORAL
48406,MOLINDONE HYDROCHLORIDE 5MG ORAL
48407,MOLINDONE HYDROCHLORIDE 10MG ORAL
48408,MOLINDONE HYDROCHLORIDE 25MG ORAL
48409,MONOBASIC SODIUM PHOSPHATE AND DIBASIC SODIUM PHOSPHATE 0.398GM;1.102GM ORAL
48410,MONOKET 10MG ORAL
48411,MONOKET 20MG ORAL
48412,MONOPRIL 10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48413,MONOPRIL 20MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48414,MONOPRIL 40MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48415,MONOPRIL-HCT 10MG;12.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48416,MONOPRIL-HCT 20MG;12.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48417,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48418,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48419,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48420,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48421,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48422,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48423,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48424,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48425,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48426,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48427,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48428,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48429,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48430,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48431,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48432,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48433,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48434,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48435,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48436,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48437,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48438,MONTELUKAST SODIUM EQ 10MG BASE ORAL
48439,MORPHINE SULFATE 15MG ORAL
48440,MORPHINE SULFATE 30MG ORAL
48441,MOTEGRITY EQ 1MG BASE ORAL
48442,MOTEGRITY EQ 2MG BASE ORAL
48443,MOTOFEN 0.025MG;1MG ORAL
48444,MOTOFEN HALF-STRENGTH 0.025MG;0.5MG ORAL
48445,MOTRIN 300MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48446,MOTRIN 400MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48447,MOTRIN 600MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48448,MOTRIN 800MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48449,MOTRIN 100MG ORAL
48450,MOTRIN IB 200MG ORAL
48451,MOTRIN MIGRAINE PAIN 200MG ORAL
48452,MOVANTIK EQ 12.5MG BASE ORAL
48453,MOVANTIK EQ 12.5MG BASE ORAL
48454,MOVANTIK EQ 12.5MG BASE ORAL
48455,MOVANTIK EQ 12.5MG BASE ORAL
48456,MOVANTIK EQ 12.5MG BASE ORAL
48457,MOVANTIK EQ 12.5MG BASE ORAL
48458,MOVANTIK EQ 25MG BASE ORAL
48459,MOVANTIK EQ 25MG BASE ORAL
48460,MOVANTIK EQ 25MG BASE ORAL
48461,MOVANTIK EQ 25MG BASE ORAL
48462,MOVANTIK EQ 25MG BASE ORAL
48463,MOVANTIK EQ 25MG BASE ORAL
48464,MOXIDECTIN 2MG ORAL
48465,MOXIDECTIN 2MG ORAL
48466,MOXIFLOXACIN HYDROCHLORIDE EQ 400MG BASE ORAL
48467,MOXIFLOXACIN HYDROCHLORIDE EQ 400MG BASE ORAL
48468,MOXIFLOXACIN HYDROCHLORIDE EQ 400MG BASE ORAL
48469,MOXIFLOXACIN HYDROCHLORIDE EQ 400MG BASE ORAL
48470,MOXIFLOXACIN HYDROCHLORIDE EQ 400MG BASE ORAL
48471,MOXIFLOXACIN HYDROCHLORIDE EQ 400MG BASE ORAL
48472,MOXIFLOXACIN HYDROCHLORIDE EQ 400MG BASE ORAL
48473,MOXIFLOXACIN HYDROCHLORIDE EQ 400MG BASE ORAL
48474,MOXIFLOXACIN HYDROCHLORIDE EQ 400MG BASE ORAL
48475,MULPLETA 3MG ORAL
48476,MULPLETA 3MG ORAL
48477,MULPLETA 3MG ORAL
48478,MULPLETA 3MG ORAL
48479,MULTAQ EQ 400MG BASE ORAL
48480,MULTAQ EQ 400MG BASE ORAL
48481,MULTAQ EQ 400MG BASE ORAL
48482,MULTAQ EQ 400MG BASE ORAL
48483,MULTAQ EQ 400MG BASE ORAL
48484,MYAMBUTOL 100MG ORAL
48485,MYAMBUTOL 200MG ORAL
48486,MYAMBUTOL 400MG ORAL
48487,MYAMBUTOL 500MG ORAL
48488,MYCIFRADIN EQ 350MG BASE ORAL
48489,MYCOPHENOLATE MOFETIL 500MG ORAL
48490,MYCOPHENOLATE MOFETIL 500MG ORAL
48491,MYCOPHENOLATE MOFETIL 500MG ORAL
48492,MYCOPHENOLATE MOFETIL 500MG ORAL
48493,MYCOPHENOLATE MOFETIL 500MG ORAL
48494,MYCOPHENOLATE MOFETIL 500MG ORAL
48495,MYCOPHENOLATE MOFETIL 500MG ORAL
48496,MYCOPHENOLATE MOFETIL 500MG ORAL
48497,MYCOPHENOLATE MOFETIL 500MG ORAL
48498,MYCOPHENOLATE MOFETIL 500MG ORAL
48499,MYCOPHENOLATE MOFETIL 500MG ORAL
48500,MYCOPHENOLATE MOFETIL 500MG ORAL
48501,MYCOPHENOLATE MOFETIL 500MG ORAL
48502,"MYCOSTATIN 500,000 UNITS ORAL"
48503,MYKROX 0.5MG ORAL
48504,MYLERAN 2MG ORAL
48505,MYOTONACHOL 5MG ORAL
48506,MYOTONACHOL 10MG ORAL
48507,MYOTONACHOL 25MG ORAL
48508,MYSOLINE 50MG ORAL
48509,MYSOLINE 250MG ORAL
48510,MYTELASE 10MG ORAL
48511,NABUMETONE 500MG ORAL
48512,NABUMETONE 750MG ORAL
48513,NABUMETONE 500MG ORAL
48514,NABUMETONE 750MG ORAL
48515,NABUMETONE 500MG ORAL
48516,NABUMETONE 750MG ORAL
48517,NABUMETONE 750MG ORAL
48518,NABUMETONE 500MG ORAL
48519,NABUMETONE 750MG ORAL
48520,NABUMETONE 500MG ORAL
48521,NABUMETONE 750MG ORAL
48522,NABUMETONE 500MG ORAL
48523,NABUMETONE 750MG ORAL
48524,NABUMETONE 500MG ORAL
48525,NABUMETONE 750MG ORAL
48526,NABUMETONE 500MG ORAL
48527,NABUMETONE 750MG ORAL
48528,NABUMETONE 500MG ORAL
48529,NABUMETONE 750MG ORAL
48530,NABUMETONE 500MG ORAL
48531,NABUMETONE 750MG ORAL
48532,NABUMETONE 500MG ORAL
48533,NABUMETONE 750MG ORAL
48534,NADOLOL 20MG ORAL
48535,NADOLOL 40MG ORAL
48536,NADOLOL 80MG ORAL
48537,NADOLOL 40MG ORAL
48538,NADOLOL 80MG ORAL
48539,NADOLOL 20MG ORAL
48540,NADOLOL 40MG ORAL
48541,NADOLOL 80MG ORAL
48542,NADOLOL 20MG ORAL
48543,NADOLOL 40MG ORAL
48544,NADOLOL 80MG ORAL
48545,NADOLOL 120MG ORAL
48546,NADOLOL 160MG ORAL
48547,NADOLOL 20MG ORAL
48548,NADOLOL 40MG ORAL
48549,NADOLOL 80MG ORAL
48550,NADOLOL 20MG ORAL
48551,NADOLOL 40MG ORAL
48552,NADOLOL 80MG ORAL
48553,NADOLOL 20MG ORAL
48554,NADOLOL 40MG ORAL
48555,NADOLOL 80MG ORAL
48556,NADOLOL 20MG ORAL
48557,NADOLOL 40MG ORAL
48558,NADOLOL 80MG ORAL
48559,NADOLOL 20MG ORAL
48560,NADOLOL 40MG ORAL
48561,NADOLOL 80MG ORAL
48562,NADOLOL 80MG ORAL
48563,NADOLOL 120MG ORAL
48564,NADOLOL 160MG ORAL
48565,NADOLOL 20MG ORAL
48566,NADOLOL 40MG ORAL
48567,NADOLOL 80MG ORAL
48568,NADOLOL AND BENDROFLUMETHIAZIDE 5MG;40MG ORAL
48569,NADOLOL AND BENDROFLUMETHIAZIDE 5MG;80MG ORAL
48570,NADOLOL AND BENDROFLUMETHIAZIDE 5MG;40MG ORAL
48571,NADOLOL AND BENDROFLUMETHIAZIDE 5MG;80MG ORAL
48572,NALFON EQ 600MG BASE ORAL
48573,NALIDIXIC ACID 1GM ORAL
48574,NALIDIXIC ACID 250MG ORAL
48575,NALIDIXIC ACID 500MG ORAL
48576,NALIDIXIC ACID 1GM ORAL
48577,NALIDIXIC ACID 250MG ORAL
48578,NALIDIXIC ACID 500MG ORAL
48579,NALOXONE HYDROCHLORIDE AND PENTAZOCINE HYDROCHLORIDE EQ 0.5MG BASE;EQ 50MG BASE ORAL
48580,NALOXONE HYDROCHLORIDE AND PENTAZOCINE HYDROCHLORIDE EQ 0.5MG BASE;EQ 50MG BASE ORAL
48581,NALOXONE HYDROCHLORIDE AND PENTAZOCINE HYDROCHLORIDE EQ 0.5MG BASE;EQ 50MG BASE ORAL
48582,NALTREXONE HYDROCHLORIDE 50MG ORAL
48583,NALTREXONE HYDROCHLORIDE 50MG ORAL
48584,NALTREXONE HYDROCHLORIDE 50MG ORAL
48585,NALTREXONE HYDROCHLORIDE 50MG ORAL
48586,NALTREXONE HYDROCHLORIDE 50MG ORAL
48587,NALTREXONE HYDROCHLORIDE 25MG ORAL
48588,NALTREXONE HYDROCHLORIDE 50MG ORAL
48589,NALTREXONE HYDROCHLORIDE 100MG ORAL
48590,NALTREXONE HYDROCHLORIDE 50MG ORAL
48591,NAMENDA 5MG ORAL
48592,NAMENDA 10MG ORAL
48593,NAPROSYN 250MG ORAL
48594,NAPROSYN 375MG ORAL
48595,NAPROSYN 500MG ORAL
48596,NAPROXEN 250MG ORAL
48597,NAPROXEN 375MG ORAL
48598,NAPROXEN 500MG ORAL
48599,NAPROXEN 250MG ORAL
48600,NAPROXEN 375MG ORAL
48601,NAPROXEN 500MG ORAL
48602,NAPROXEN 250MG ORAL
48603,NAPROXEN 375MG ORAL
48604,NAPROXEN 500MG ORAL
48605,NAPROXEN 250MG ORAL
48606,NAPROXEN 375MG ORAL
48607,NAPROXEN 500MG ORAL
48608,NAPROXEN 250MG ORAL
48609,NAPROXEN 375MG ORAL
48610,NAPROXEN 500MG ORAL
48611,NAPROXEN 250MG ORAL
48612,NAPROXEN 375MG ORAL
48613,NAPROXEN 500MG ORAL
48614,NAPROXEN 250MG ORAL
48615,NAPROXEN 375MG ORAL
48616,NAPROXEN 500MG ORAL
48617,NAPROXEN 250MG ORAL
48618,NAPROXEN 375MG ORAL
48619,NAPROXEN 500MG ORAL
48620,NAPROXEN 250MG ORAL
48621,NAPROXEN 375MG ORAL
48622,NAPROXEN 500MG ORAL
48623,NAPROXEN 250MG ORAL
48624,NAPROXEN 375MG ORAL
48625,NAPROXEN 500MG ORAL
48626,NAPROXEN 250MG ORAL
48627,NAPROXEN 375MG ORAL
48628,NAPROXEN 500MG ORAL
48629,NAPROXEN 250MG ORAL
48630,NAPROXEN 375MG ORAL
48631,NAPROXEN 500MG ORAL
48632,NAPROXEN 250MG ORAL
48633,NAPROXEN 375MG ORAL
48634,NAPROXEN 500MG ORAL
48635,NAPROXEN 250MG ORAL
48636,NAPROXEN 375MG ORAL
48637,NAPROXEN 500MG ORAL
48638,NAPROXEN 250MG ORAL
48639,NAPROXEN 375MG ORAL
48640,NAPROXEN 500MG ORAL
48641,NAPROXEN 250MG ORAL
48642,NAPROXEN 375MG ORAL
48643,NAPROXEN 500MG ORAL
48644,NAPROXEN 250MG ORAL
48645,NAPROXEN 250MG ORAL
48646,NAPROXEN 250MG ORAL
48647,NAPROXEN 375MG ORAL
48648,NAPROXEN 375MG ORAL
48649,NAPROXEN 375MG ORAL
48650,NAPROXEN 500MG ORAL
48651,NAPROXEN 500MG ORAL
48652,NAPROXEN 500MG ORAL
48653,NAPROXEN 250MG ORAL
48654,NAPROXEN 375MG ORAL
48655,NAPROXEN 500MG ORAL
48656,NAPROXEN 250MG ORAL
48657,NAPROXEN 375MG ORAL
48658,NAPROXEN 500MG ORAL
48659,NAPROXEN 250MG ORAL
48660,NAPROXEN 375MG ORAL
48661,NAPROXEN 500MG ORAL
48662,NAPROXEN 250MG ORAL
48663,NAPROXEN 375MG ORAL
48664,NAPROXEN 500MG ORAL
48665,NAPROXEN SODIUM EQ 250MG BASE ORAL
48666,NAPROXEN SODIUM EQ 500MG BASE ORAL
48667,NAPROXEN SODIUM EQ 200MG BASE ORAL
48668,NAPROXEN SODIUM EQ 250MG BASE ORAL
48669,NAPROXEN SODIUM EQ 500MG BASE ORAL
48670,NAPROXEN SODIUM EQ 200MG BASE ORAL
48671,NAPROXEN SODIUM EQ 250MG BASE ORAL
48672,NAPROXEN SODIUM EQ 500MG BASE ORAL
48673,NAPROXEN SODIUM EQ 200MG BASE ORAL
48674,NAPROXEN SODIUM EQ 200MG BASE ORAL
48675,NAPROXEN SODIUM EQ 200MG BASE ORAL
48676,NAPROXEN SODIUM EQ 250MG BASE ORAL
48677,NAPROXEN SODIUM EQ 500MG BASE ORAL
48678,NAPROXEN SODIUM EQ 250MG BASE ORAL
48679,NAPROXEN SODIUM EQ 500MG BASE ORAL
48680,NAPROXEN SODIUM EQ 200MG BASE ORAL
48681,NAPROXEN SODIUM EQ 250MG BASE ORAL
48682,NAPROXEN SODIUM EQ 500MG BASE ORAL
48683,NAPROXEN SODIUM EQ 250MG BASE ORAL
48684,NAPROXEN SODIUM EQ 500MG BASE ORAL
48685,NAPROXEN SODIUM EQ 250MG BASE ORAL
48686,NAPROXEN SODIUM EQ 500MG BASE ORAL
48687,NAPROXEN SODIUM EQ 200MG BASE ORAL
48688,NAPROXEN SODIUM EQ 200MG BASE ORAL
48689,NAPROXEN SODIUM EQ 250MG BASE ORAL
48690,NAPROXEN SODIUM EQ 500MG BASE ORAL
48691,NAPROXEN SODIUM EQ 200MG BASE ORAL
48692,NAPROXEN SODIUM EQ 200MG BASE ORAL
48693,NAPROXEN SODIUM EQ 200MG BASE ORAL
48694,NAPROXEN SODIUM EQ 250MG BASE ORAL
48695,NAPROXEN SODIUM EQ 500MG BASE ORAL
48696,NAPROXEN SODIUM EQ 250MG BASE ORAL
48697,NAPROXEN SODIUM EQ 500MG BASE ORAL
48698,NAPROXEN SODIUM EQ 250MG BASE ORAL
48699,NAPROXEN SODIUM EQ 500MG BASE ORAL
48700,NAPROXEN SODIUM EQ 250MG BASE ORAL
48701,NAPROXEN SODIUM EQ 250MG BASE ORAL
48702,NAPROXEN SODIUM EQ 500MG BASE ORAL
48703,NAPROXEN SODIUM EQ 500MG BASE ORAL
48704,NAPROXEN SODIUM EQ 200MG BASE ORAL
48705,NAPROXEN SODIUM EQ 250MG BASE ORAL
48706,NAPROXEN SODIUM EQ 250MG BASE ORAL
48707,NAPROXEN SODIUM EQ 500MG BASE ORAL
48708,NAPROXEN SODIUM EQ 500MG BASE ORAL
48709,NAPROXEN SODIUM EQ 250MG BASE ORAL
48710,NAPROXEN SODIUM EQ 500MG BASE ORAL
48711,NAPROXEN SODIUM EQ 250MG BASE ORAL
48712,NAPROXEN SODIUM EQ 250MG BASE ORAL
48713,NAPROXEN SODIUM EQ 500MG BASE ORAL
48714,NAPROXEN SODIUM EQ 500MG BASE ORAL
48715,NAPROXEN SODIUM AND DIPHENHYDRAMINE HYDROCHLORIDE 25MG;220MG ORAL
48716,NAPROXEN SODIUM AND DIPHENHYDRAMINE HYDROCHLORIDE 25MG;220MG ORAL
48717,NAPROXEN SODIUM AND DIPHENHYDRAMINE HYDROCHLORIDE 25MG;220MG ORAL
48718,NAQUA 2MG ORAL
48719,NAQUA 4MG ORAL
48720,NAQUIVAL 0.1MG;4MG ORAL
48721,NARATRIPTAN EQ 1MG BASE ORAL
48722,NARATRIPTAN EQ 2.5MG BASE ORAL
48723,NARATRIPTAN EQ 1MG BASE ORAL
48724,NARATRIPTAN EQ 2.5MG BASE ORAL
48725,NARATRIPTAN EQ 1MG BASE ORAL
48726,NARATRIPTAN EQ 2.5MG BASE ORAL
48727,NARATRIPTAN EQ 1MG BASE ORAL
48728,NARATRIPTAN EQ 2.5MG BASE ORAL
48729,NARATRIPTAN EQ 1MG BASE ORAL
48730,NARATRIPTAN EQ 2.5MG BASE ORAL
48731,NARATRIPTAN EQ 1MG BASE ORAL
48732,NARATRIPTAN EQ 2.5MG BASE ORAL
48733,NARATRIPTAN EQ 2.5MG BASE ORAL
48734,NARATRIPTAN EQ 1MG BASE ORAL
48735,NARATRIPTAN EQ 2.5MG BASE ORAL
48736,NARATRIPTAN EQ 1MG BASE ORAL
48737,NARATRIPTAN EQ 2.5MG BASE ORAL
48738,NARDIL EQ 15MG BASE ORAL
48739,"NATAZIA N/A,2MG,3MG,N/A,N/A;3MG,2MG,2MG,1MG,N/A ORAL"
48740,"NATAZIA N/A,2MG,3MG,N/A,N/A;3MG,2MG,2MG,1MG,N/A ORAL"
48741,NATEGLINIDE 60MG ORAL
48742,NATEGLINIDE 120MG ORAL
48743,NATEGLINIDE 60MG ORAL
48744,NATEGLINIDE 120MG ORAL
48745,NATEGLINIDE 60MG ORAL
48746,NATEGLINIDE 120MG ORAL
48747,NATEGLINIDE 60MG ORAL
48748,NATEGLINIDE 120MG ORAL
48749,NATEGLINIDE 60MG ORAL
48750,NATEGLINIDE 120MG ORAL
48751,NATEGLINIDE 60MG ORAL
48752,NATEGLINIDE 120MG ORAL
48753,NATEGLINIDE 60MG ORAL
48754,NATEGLINIDE 120MG ORAL
48755,NATEGLINIDE 60MG ORAL
48756,NATEGLINIDE 120MG ORAL
48757,NATURETIN-10 10MG ORAL
48758,NATURETIN-2.5 2.5MG ORAL
48759,NATURETIN-5 5MG ORAL
48760,NEBIVOLOL HYDROCHLORIDE EQ 2.5MG BASE ORAL
48761,NEBIVOLOL HYDROCHLORIDE EQ 5MG BASE ORAL
48762,NEBIVOLOL HYDROCHLORIDE EQ 10MG BASE ORAL
48763,NEBIVOLOL HYDROCHLORIDE EQ 20MG BASE ORAL
48764,NEBIVOLOL HYDROCHLORIDE EQ 2.5MG BASE ORAL
48765,NEBIVOLOL HYDROCHLORIDE EQ 5MG BASE ORAL
48766,NEBIVOLOL HYDROCHLORIDE EQ 10MG BASE ORAL
48767,NEBIVOLOL HYDROCHLORIDE EQ 20MG BASE ORAL
48768,NEBIVOLOL HYDROCHLORIDE EQ 2.5MG BASE ORAL
48769,NEBIVOLOL HYDROCHLORIDE EQ 5MG BASE ORAL
48770,NEBIVOLOL HYDROCHLORIDE EQ 10MG BASE ORAL
48771,NEBIVOLOL HYDROCHLORIDE EQ 20MG BASE ORAL
48772,NEBIVOLOL HYDROCHLORIDE EQ 2.5MG BASE ORAL
48773,NEBIVOLOL HYDROCHLORIDE EQ 5MG BASE ORAL
48774,NEBIVOLOL HYDROCHLORIDE EQ 10MG BASE ORAL
48775,NEBIVOLOL HYDROCHLORIDE EQ 20MG BASE ORAL
48776,NEBIVOLOL HYDROCHLORIDE EQ 2.5MG BASE ORAL
48777,NEBIVOLOL HYDROCHLORIDE EQ 5MG BASE ORAL
48778,NEBIVOLOL HYDROCHLORIDE EQ 10MG BASE ORAL
48779,NEBIVOLOL HYDROCHLORIDE EQ 20MG BASE ORAL
48780,NEBIVOLOL HYDROCHLORIDE EQ 2.5MG BASE ORAL
48781,NEBIVOLOL HYDROCHLORIDE EQ 5MG BASE ORAL
48782,NEBIVOLOL HYDROCHLORIDE EQ 10MG BASE ORAL
48783,NEBIVOLOL HYDROCHLORIDE EQ 20MG BASE ORAL
48784,NEFAZODONE HYDROCHLORIDE 50MG ORAL
48785,NEFAZODONE HYDROCHLORIDE 100MG ORAL
48786,NEFAZODONE HYDROCHLORIDE 150MG ORAL
48787,NEFAZODONE HYDROCHLORIDE 200MG ORAL
48788,NEFAZODONE HYDROCHLORIDE 250MG ORAL
48789,NEFAZODONE HYDROCHLORIDE 50MG ORAL
48790,NEFAZODONE HYDROCHLORIDE 100MG ORAL
48791,NEFAZODONE HYDROCHLORIDE 150MG ORAL
48792,NEFAZODONE HYDROCHLORIDE 200MG ORAL
48793,NEFAZODONE HYDROCHLORIDE 250MG ORAL
48794,NEFAZODONE HYDROCHLORIDE 50MG ORAL
48795,NEFAZODONE HYDROCHLORIDE 100MG ORAL
48796,NEFAZODONE HYDROCHLORIDE 150MG ORAL
48797,NEFAZODONE HYDROCHLORIDE 200MG ORAL
48798,NEFAZODONE HYDROCHLORIDE 250MG ORAL
48799,NEFAZODONE HYDROCHLORIDE 50MG ORAL
48800,NEFAZODONE HYDROCHLORIDE 100MG ORAL
48801,NEFAZODONE HYDROCHLORIDE 150MG ORAL
48802,NEFAZODONE HYDROCHLORIDE 200MG ORAL
48803,NEFAZODONE HYDROCHLORIDE 250MG ORAL
48804,NEFAZODONE HYDROCHLORIDE 100MG ORAL
48805,NEFAZODONE HYDROCHLORIDE 150MG ORAL
48806,NEFAZODONE HYDROCHLORIDE 200MG ORAL
48807,NEFAZODONE HYDROCHLORIDE 250MG ORAL
48808,NEFAZODONE HYDROCHLORIDE 50MG ORAL
48809,NEFAZODONE HYDROCHLORIDE 100MG ORAL
48810,NEFAZODONE HYDROCHLORIDE 150MG ORAL
48811,NEFAZODONE HYDROCHLORIDE 200MG ORAL
48812,NEFAZODONE HYDROCHLORIDE 250MG ORAL
48813,NEFAZODONE HYDROCHLORIDE 50MG ORAL
48814,NEFAZODONE HYDROCHLORIDE 100MG ORAL
48815,NEFAZODONE HYDROCHLORIDE 150MG ORAL
48816,NEFAZODONE HYDROCHLORIDE 200MG ORAL
48817,NEFAZODONE HYDROCHLORIDE 250MG ORAL
48818,NEFAZODONE HYDROCHLORIDE 50MG ORAL
48819,NEFAZODONE HYDROCHLORIDE 100MG ORAL
48820,NEFAZODONE HYDROCHLORIDE 150MG ORAL
48821,NEFAZODONE HYDROCHLORIDE 200MG ORAL
48822,NEFAZODONE HYDROCHLORIDE 250MG ORAL
48823,NEFAZODONE HYDROCHLORIDE 100MG ORAL
48824,NEFAZODONE HYDROCHLORIDE 150MG ORAL
48825,NEFAZODONE HYDROCHLORIDE 200MG ORAL
48826,NEFAZODONE HYDROCHLORIDE 250MG ORAL
48827,NEGGRAM 1GM ORAL
48828,NEGGRAM 250MG ORAL
48829,NEGGRAM 500MG ORAL
48830,NEOBIOTIC EQ 350MG BASE ORAL
48831,NEOMYCIN SULFATE 500MG ORAL
48832,NEOMYCIN SULFATE 500MG ORAL
48833,NEOMYCIN SULFATE 500MG ORAL
48834,NEOMYCIN SULFATE 500MG ORAL
48835,NEOMYCIN SULFATE 500MG ORAL
48836,NEOMYCIN SULFATE 500MG ORAL
48837,NEOMYCIN SULFATE 500MG ORAL
48838,NEOMYCIN SULFATE 500MG ORAL
48839,NEOMYCIN SULFATE 500MG ORAL
48840,NEOPASALATE 846MG;112MG ORAL
48841,NEOTHYLLINE 200MG ORAL
48842,NEOTHYLLINE 400MG ORAL
48843,NEOTRIZINE 167MG;167MG;167MG ORAL
48844,NEPTAZANE 25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48845,NEPTAZANE 50MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
48846,NERLYNX EQ 40MG BASE ORAL
48847,NERLYNX EQ 40MG BASE ORAL
48848,NERLYNX EQ 40MG BASE ORAL
48849,NERLYNX EQ 40MG BASE ORAL
48850,NERLYNX EQ 40MG BASE ORAL
48851,NERLYNX EQ 40MG BASE ORAL
48852,NERLYNX EQ 40MG BASE ORAL
48853,NERLYNX EQ 40MG BASE ORAL
48854,NERLYNX EQ 40MG BASE ORAL
48855,NESINA EQ 6.25MG BASE ORAL
48856,NESINA EQ 6.25MG BASE ORAL
48857,NESINA EQ 6.25MG BASE ORAL
48858,NESINA EQ 6.25MG BASE ORAL
48859,NESINA EQ 6.25MG BASE ORAL
48860,NESINA EQ 6.25MG BASE ORAL
48861,NESINA EQ 6.25MG BASE ORAL
48862,NESINA EQ 12.5MG BASE ORAL
48863,NESINA EQ 12.5MG BASE ORAL
48864,NESINA EQ 12.5MG BASE ORAL
48865,NESINA EQ 12.5MG BASE ORAL
48866,NESINA EQ 12.5MG BASE ORAL
48867,NESINA EQ 12.5MG BASE ORAL
